V1,OA6,OA1,OA7,OA2,OA8,OA3,OA4,OA5,OA9,OA10,RA1,RA2,RA7,RA8,RA3,RA9,RA4,RA5,RA10,RA6
CEBPG,0.000329685255975975,0.000561744455367302,0.000636829861098533,0.000732813387515852,0.000898193169473069,0.000463018451962974,0.000546515216637063,0.000732799082010032,0.000932931690185213,0.000485248940516662,0.000860550856878745,0.000599800001187263,0.000746179718543499,0.00108705518587938,0.000718183551570579,0.000917731669191992,0.000665457682130926,0.000760349779387191,0.000983625285310786,0.000808140850108684
CEBPZ,0.000457981685285232,0.000530467105482796,0.000647744898616836,0.000439026341901027,0.000383847534866971,0.000776756450381552,0.000565415453604219,0.00067558793985605,0.000498014155214718,0.000351273006792683,0.000636808832791441,0.000657072379365418,0.000659902539542864,0.00039259083710609,0.000732367117472416,0.000639692536576499,0.000480819857809668,0.00116150019382354,0.00042951382581752,0.000536088009956099
CENPB,0.000157214788311369,9.73696046747602e-05,0.000132232670063936,0.000195851090405129,0.000226727907544441,0.000171234387348426,0.000290318065248919,0.000170426301809314,0.00016256231165575,0.00015317536533793,0.000231508902280584,0.000184286708656288,0.00019500413700532,0.000145509503294381,9.78791378124733e-05,0.000228176257339233,0.000124416355055326,0.000452661526708631,9.54252837202728e-05,0.0001029074517099
CGBP,1.88056978244393e-05,2.06631345580331e-05,2.00678276929323e-05,1.77820341974258e-05,1.90203045563705e-05,1.88958004500905e-05,1.87298263144952e-05,1.91462384003426e-05,1.64940594551401e-05,4.60086930907452e-05,2.09796891490161e-05,2.29232857783935e-05,1.77836139364844e-05,2.24443117138106e-05,2.4206773931904e-05,1.88443261554889e-05,1.75583697309414e-05,2.19884327824733e-05,1.75342552258154e-05,1.97613401921167e-05
CIC,0.000192435661048993,0.000271870345156288,0.000340117604377955,0.000214576725133466,0.000371766718220816,0.000276462789397882,0.000259618398246596,0.000192962254233843,0.000260061729069307,0.000382242824169607,0.000186378979822912,0.000208986136140761,0.000193919575674046,0.000288438769364576,0.000271817760456523,0.000368210835994535,0.000338079528891312,0.000245765214659341,0.000165373161020771,0.000182998473912006
CLOCK,9.57445733119416e-05,8.18777084198015e-05,7.23888768712091e-05,7.51832920122604e-05,0.000127085952318934,9.93936642767394e-05,0.000152287158786071,0.000163349766436308,7.29510070575959e-05,0.000125740540248483,0.000107778321441973,0.000144439082030729,0.000135940412875708,8.11148611287001e-05,8.31197382638458e-05,9.91151381441081e-05,8.54910416999433e-05,0.000223339899367461,0.00015679169000458,0.000138186680903645
CPEB1,0.00157807179690516,0.00253628732495942,0.00167598382400779,0.00137267227889591,0.00183474908577461,0.00112231478396625,0.00118829162822839,0.00123848040546822,0.00142073355227143,0.002470947632523,0.00115378643034354,0.00364681531576639,0.000876998060031353,0.00104286278301226,0.00175472898518322,0.000715092544113822,0.00112051511940161,0.00101368783794626,0.00104555599702664,0.00109126847201666
CR936877.3,2.46790308067295e-05,2.8675201589714e-05,8.81585401636396e-05,2.68112591215072e-05,2.82129817386464e-05,2.2932101374641e-05,2.77091442436354e-05,2.7450817721507e-05,2.82766870708019e-05,2.70393673272205e-05,3.78940273146678e-05,3.16425720824683e-05,3.49642107979149e-05,4.55894235220685e-05,4.52843034576381e-05,3.59737177470268e-05,3.4601553128434e-05,2.69617419704506e-05,2.74962906651928e-05,2.84120170701543e-05
CREB1,0.00089774671049855,0.000929073772705671,0.000908128778684968,0.000946557044539621,0.000840858779833495,0.000649706002911593,0.000926164331539753,0.000819105985312954,0.00108672513219248,0.000868421950040643,0.000591029240829051,0.000745996916628207,0.000822176652507271,0.000899359303628276,0.000836373335453013,0.000958430872123157,0.00106346638766503,0.000777190363191937,0.000674406770126972,0.000958174528924937
CREB3,0.000750220804417213,0.000920861875898894,0.000535518179432896,0.0006583486415528,0.000625502328365442,0.000601052402155165,0.000987195612343044,0.000640066378670325,0.000846418006168549,0.00076726651930272,0.000423474186095882,0.000453136119022476,0.000993565912582616,0.000535806444385857,0.000651641063880401,0.000972989360153322,0.000660622115568047,0.000652715023810712,0.000572210881958078,0.000656782497181987
CREB3L1,0.000382046280068464,0.000466691141772692,0.000367505439741198,0.000519080790656136,0.000373175374415165,0.000356760966639147,0.000532638413219617,0.000591164237791493,0.000598333145330556,0.000496305332111487,0.000391900154176698,0.000405041274700783,0.000661798459443762,0.000366569110533804,0.000612436433513151,0.000520943866537499,0.000387808088678974,0.000503716698960392,0.000455355405370983,0.000359222042551049
CREB3L2,0.000113679278561956,0.000286262653614847,0.000140939390738912,0.000312753323184785,0.000220432478582786,0.000168185203502094,0.00024277621949675,0.000290613852557549,0.00032034006472285,0.000234683091125759,0.000154941046416118,0.000164726947439891,0.000250367728550031,0.000149312419896602,0.000349471153696094,0.000352648827084215,0.000127397853818459,0.000327455131263014,0.000171403868213169,0.000138872323910094
CREB3L4,7.26690982217739e-05,6.54864097730539e-05,0.000109158398169079,9.63501463212113e-05,7.19692708046641e-05,0.000110904346055263,7.78622217830787e-05,0.00014472552673639,6.41348442961752e-05,0.000107444977876136,7.77169743962781e-05,7.83320837639633e-05,5.55852225370959e-05,7.61437081857466e-05,7.26399569635593e-05,7.11950697918405e-05,7.30407755396412e-05,5.69929344874212e-05,6.03866792852852e-05,5.62345365516107e-05
CREB5,0.000100035095742187,0.00016199477823703,0.00020359990845598,0.000106562127953773,0.000122673717407132,0.000115478864791848,0.00010138853654942,0.000221123190334768,0.000111828478664309,0.000165288737255387,9.19979206090254e-05,0.000126722891432259,6.85226860909559e-05,7.26851932163922e-05,7.08269510093647e-05,6.82595823128024e-05,0.000170459349783808,0.000126316778779663,4.68065438369824e-05,6.51297544163329e-05
CREM,0.000367516798935639,0.000289867102429074,0.000312655647478888,0.000282512505861784,0.000222676645660313,0.000236702349662935,0.000234800319152166,0.000261029556612175,0.000200696685106066,0.000260806123633047,0.000316939555624732,0.000287887901391152,0.000190716194213439,0.000225516237670296,0.000258895916653695,0.000285969858878393,0.000292150631299066,0.000206196629162723,0.000226587862974693,0.000225901814958961
CRX,2.9277764141266e-05,8.43844600903703e-05,3.12244592695201e-05,2.43173672167157e-05,2.86053742656977e-05,3.33531922309218e-05,2.84892268496308e-05,3.18449531445211e-05,2.54276920192206e-05,3.0279437570487e-05,5.28451390092259e-05,7.80309091743981e-05,3.6920833565966e-05,3.05372333590226e-05,3.8945960666053e-05,2.99968300046223e-05,2.75759781050806e-05,3.145229973215e-05,2.79209204156603e-05,3.05027041897093e-05
CTCF,0.012539310510352,0.0129742574906705,0.0129038541827822,0.0113929923109992,0.0113012647572745,0.0143268702848787,0.0151897452011,0.0123788129909499,0.0125927370178681,0.0125708196885759,0.0122336249525923,0.0121790693751652,0.0127313537177712,0.0150305117306148,0.0127387742488305,0.0125600233821167,0.01315834454051,0.0139093169752037,0.0113321362743458,0.012556260531978
CTCFL,8.13120558247874e-05,6.05365852193085e-05,5.58420599442004e-05,8.01076443253157e-05,6.11087306643304e-05,6.40461832150972e-05,7.09825773765447e-05,6.1691357236835e-05,6.18792189143656e-05,6.88424705358986e-05,5.86638579276224e-05,6.24075351917377e-05,8.13520895641754e-05,7.19266089935121e-05,0.000200356755605197,6.97920736241832e-05,6.04016926647107e-05,7.31997046594943e-05,7.10412844438684e-05,5.99855499328883e-05
CUX1,0.00170961732373042,0.00465727317077299,0.00124425670592019,0.00105859044080697,0.00327276320306322,0.00122888371005574,0.00164309164385916,0.00137798551246593,0.00464399784723665,0.00144167515270001,0.0035484722712842,0.00208814887438429,0.0048404800022242,0.00349544452525742,0.00104692523699698,0.00179132737510019,0.00133617861690781,0.00124256970578802,0.00127463138228327,0.00194710777312073
CUX2,2.30870037255558e-05,2.89888209780355e-05,2.47114777134268e-05,2.44836734861469e-05,2.32605330237157e-05,2.37850281035366e-05,2.37850051152449e-05,2.84848079645711e-05,2.3101157435579e-05,2.28609544637745e-05,2.66865671812376e-05,3.0869573755243e-05,2.51697630829309e-05,2.70513713679422e-05,2.87946522887449e-05,2.30971476577593e-05,2.42006994579842e-05,2.90177521062071e-05,2.75280337096399e-05,2.60796573464538e-05
CXXC1,0.000106874912162499,0.000197391095071908,0.000160938159376176,0.000273970423826614,0.000182247059581846,0.000135852635100495,0.00022670509469895,0.000298122876305972,0.000150908909995105,0.000165537087466574,0.000195168393791414,0.00072988132737321,0.000222232228448523,0.000261332818823203,0.000152088596520696,0.000154082025330774,0.00016859178813568,0.000155829015755973,0.000303570899976362,0.00016893290692015
DBP,0.000140140323847119,0.000164301389447648,0.000165560707031979,0.000169544389205388,0.000148946315432327,0.000105422068270194,0.000128611573635566,0.000120950721647113,0.000180996809363796,0.000283107660085037,8.03886961564611e-05,0.000153594393296192,0.000119885065081388,0.00013688758079535,0.000124137674808397,7.32891986520102e-05,9.58990397840605e-05,0.0001008585894468,9.88063587635758e-05,0.000113891202846347
DBX2,6.55910507856657e-05,6.18482539827374e-05,9.30811231303178e-05,0.000111844687573121,4.39376565335913e-05,7.94642518627077e-05,5.50154770849084e-05,4.5521277102572e-05,6.50817412521645e-05,6.72992214598893e-05,3.19967186604175e-05,3.64012613243558e-05,4.0351484323561e-05,2.81274506816448e-05,7.62501597425221e-05,2.43975427307112e-05,7.09163247432166e-05,4.04918841888051e-05,5.21957855384746e-05,2.3795273026333e-05
DDIT3,0.00118560894305623,0.00123913017168374,0.00105163600493852,0.00331982707625547,0.0012554655773842,0.00149653793021327,0.0013747041541008,0.00118455533246059,0.00164210189854235,0.0009370368091843,0.00114031709048947,0.00157797086897866,0.0014002154316899,0.00133350089225712,0.00143720007304885,0.0012712768994043,0.00153632409362756,0.00075560379642342,0.00110321864419641,0.0022514495968981
DLX1,3.79997856755557e-05,3.19592648875561e-05,2.41162342460948e-05,3.24881637254473e-05,3.38076961725818e-05,3.3732769328112e-05,2.71155565456219e-05,2.42627794212178e-05,2.21381246677255e-05,2.37061549484101e-05,3.20396425170495e-05,2.82597709593029e-05,7.55880717339467e-05,4.33145544863037e-05,5.29984972151321e-05,9.68188318737295e-05,2.04003120172984e-05,2.00605951778867e-05,5.59258798315692e-05,1.66783415932753e-05
DLX2,7.71730601915648e-05,0.000109347832521479,5.0981042417822e-05,8.31793861509395e-05,5.83539446027003e-05,8.3349589197452e-05,0.00010500491877819,7.42661331269888e-05,7.88494610945065e-05,0.000109871485438816,0.000120057468908256,9.2762159918129e-05,7.64020479842353e-05,9.53244809284225e-05,9.40576653304208e-05,0.000279758266642566,5.90492177597832e-05,7.83850796433457e-05,0.000145427612819699,7.84642331036431e-05
DLX3,0.000445187506077611,0.000611472215173118,0.000556562893625551,0.000561893877372398,0.000538070957118254,0.000343538424292649,0.000438365345369265,0.000504189807466877,0.000482774361916716,0.000510760094366389,0.000290917949311225,0.000296728640449009,0.000229595341044681,0.000261368140619728,0.000243464664569726,0.000264525299149845,0.00037881362844162,0.00036724772734087,0.000274028820874708,0.000249616619445573
DLX4,0.000198405963466503,0.000217240442421194,0.000185011613296637,0.000249907147183309,0.000178068792754626,0.00021815127571102,0.000197249691389174,0.000203382900365773,0.000175603544640496,0.000161999836446082,0.00015128008542777,0.00011129007436103,6.65228781146693e-05,0.000110913491840259,0.0001035069038126,9.51579588776186e-05,0.000173925980881272,0.000167786777125075,9.76508253296795e-05,0.000100739395741019
DLX5,8.70339997814611e-05,0.000117397084130035,0.00012150160196644,0.00010144373928885,0.000123619368859896,0.000127752263411094,0.00016117520474534,8.63540478928354e-05,0.000154658562257781,6.60023182531022e-05,9.58775615090075e-05,0.000105822442970759,0.000122341882643247,9.81946583028867e-05,8.86688568893517e-05,0.000340150134953262,6.91731268656989e-05,6.68988097833372e-05,0.000294724325067936,0.000113791277031789
DLX6,3.36475088973558e-05,7.50128044369531e-05,7.325731445123e-05,2.94647666985207e-05,3.09126561600472e-05,3.08864633829113e-05,3.61276436436518e-05,3.13638404285106e-05,3.90544343072597e-05,2.05825919915341e-05,7.82547619257868e-05,6.11508042496853e-05,4.62023617730991e-05,3.30333517695354e-05,3.82026584264541e-05,0.000154289951647611,9.28521626355047e-05,4.20832911537851e-05,4.59907457196556e-05,4.3330624533492e-05
DMBX1,2.76269980267036e-05,4.44787988459454e-05,2.67683130468995e-05,2.09370427483643e-05,2.4446436155699e-05,3.32715079714339e-05,2.79698142598046e-05,2.74965674395264e-05,2.09058158795659e-05,2.22823567455556e-05,3.55020315672002e-05,3.7328939059235e-05,2.62212188095673e-05,2.79755234386637e-05,3.45232898554089e-05,2.74289639129267e-05,2.42957531951544e-05,2.69130954344718e-05,2.32290681060622e-05,2.60076284753858e-05
DMRT1,5.82495188184202e-05,5.04145331956758e-05,5.11163964435334e-05,6.15720301977649e-05,5.50274663382704e-05,5.11197163820197e-05,4.51113876200114e-05,8.00037534030428e-05,4.41081532099955e-05,5.54319295524742e-05,4.86898600614004e-05,9.12882925972011e-05,3.77960764306678e-05,5.3157410342e-05,6.30222402780969e-05,6.08015914423228e-05,4.37465508407515e-05,8.11359424843809e-05,7.80774025608391e-05,5.67049292043167e-05
DMRT2,6.77560073280647e-05,6.55052585206047e-05,5.85987943076093e-05,0.000206011021536644,5.14911407794239e-05,9.37630955640154e-05,3.33687753092582e-05,0.000223888985454194,0.000189004922092159,9.01201855740722e-05,4.53681652835486e-05,6.12694464755864e-05,3.95730388214482e-05,5.14602535026183e-05,4.80601247036927e-05,3.7038560472314e-05,4.69520603904705e-05,8.3058330752231e-05,4.83856873182061e-05,3.58399407548416e-05
DMRT3,4.81733417537757e-05,4.90881542186023e-05,3.41180878064001e-05,3.31529678986708e-05,3.31606224384691e-05,3.51578868108082e-05,2.86719423652504e-05,3.41065578462768e-05,2.91719065112234e-05,4.15513353125036e-05,3.29454597819125e-05,3.82827068596266e-05,3.2071323261579e-05,3.11405234213905e-05,3.8031010276301e-05,3.91699754102383e-05,2.79753488080369e-05,3.9069153800116e-05,2.6694081803318e-05,4.37858995615134e-05
DMRTA2,4.30441503512982e-05,4.23476841296775e-05,3.90237784370768e-05,3.32874087522879e-05,4.5864951085843e-05,3.40865550796958e-05,4.98910062379365e-05,4.74938839451696e-05,3.42865039800781e-05,6.04893525056913e-05,3.74846058579688e-05,4.36497421106417e-05,2.89235790104874e-05,4.01928453490779e-05,7.06596835897599e-05,6.93399207120083e-05,4.07636445379385e-05,4.46203303348335e-05,3.07299539739735e-05,5.24461750987953e-05
DNMT1,0.000885726054130632,0.00114073413745234,0.0014273523480845,0.00155813941477878,0.0014028900866237,0.00160355816821185,0.00198120875532173,0.00161858841812356,0.0016006635293673,0.00160697922025332,0.00186678868159221,0.0016553621918893,0.00206171327218574,0.00315221944147415,0.00112158237817231,0.00175365366764322,0.00134225426622863,0.0014520453224373,0.000961170687067417,0.00126248310432247
DPRX,2.27256190270794e-05,2.82027045904214e-05,3.1581244843759e-05,2.36698762760731e-05,2.41752953901134e-05,3.0753659362277e-05,3.89238694067247e-05,2.81560826286362e-05,2.06873153556364e-05,2.47389476923046e-05,2.64106739942127e-05,3.40401224080223e-05,2.68017354512914e-05,2.61448019759607e-05,3.3751928925634e-05,2.73677523406289e-05,2.57408674072097e-05,2.66273042075265e-05,2.42612773432259e-05,2.54280858320717e-05
DRGX,4.84828470569121e-05,2.97593255384623e-05,5.43434209510689e-05,3.43444541871587e-05,3.83862876261905e-05,2.32974977200663e-05,6.79740658249043e-05,4.38461506936198e-05,2.44632455359273e-05,4.0659131691062e-05,3.74724227128217e-05,4.96920746109455e-05,0.000175026288935837,8.91356057327834e-05,5.5292162546609e-05,3.06002976416675e-05,4.12750257573863e-05,4.37917072143928e-05,5.7581472584416e-05,3.3171497261449e-05
DUX4,2.92074335041713e-05,3.15049036571604e-05,3.12515849450357e-05,3.12126774486641e-05,3.19049679835362e-05,2.99507635964631e-05,3.73945673466285e-05,3.28809421229303e-05,3.99464664023398e-05,3.57210639304267e-05,3.78991114537209e-05,4.42905876985538e-05,3.13850612729032e-05,3.38313824569132e-05,4.00460978753449e-05,3.64767124783985e-05,2.75087904446684e-05,4.35687969065682e-05,2.74225562099229e-05,3.18481671379373e-05
DUXA,2.58954657062057e-05,2.38133049228395e-05,2.63765473902365e-05,2.77597935961511e-05,3.73596848536706e-05,2.52002280150876e-05,2.64366841471139e-05,2.93187131721142e-05,5.69857839709562e-05,5.68544524807831e-05,2.62373705593928e-05,3.70147356497662e-05,4.33216493071402e-05,2.71048973781467e-05,3.28699519413622e-05,2.85159963621469e-05,3.37376737865597e-05,0.000119532516455567,0.000304502955956321,0.000131848261733048
E2F1,0.00133767901387356,0.00261531178551065,0.00178319894165167,0.00156515493580072,0.0021406333890754,0.00254669031186599,0.00276750444864651,0.00288684577231834,0.00196088864521055,0.00161360904077197,0.00378153099634071,0.00227361115162298,0.00397512900108847,0.00380118012001168,0.00166595675300586,0.00326289234815019,0.00252801480746828,0.00290257818373373,0.00168310133608585,0.00263691770623995
E2F2,5.58123985585164e-05,0.0002156435871511,0.000133052781684087,7.27395565055239e-05,0.000157497120956467,0.000144091911713032,0.000213526301422081,0.00022773703729686,0.000111786405966083,8.68968518082658e-05,0.000296286477070425,0.000162123488773633,0.000200811380325746,0.000198742694339152,0.00010429563341779,0.000101944096735525,0.000173720876590897,0.000207429931144141,6.68094283112458e-05,0.000105917233967526
E2F3,0.000214568172551677,0.00030172195927039,0.000322678432562815,0.000272131708259213,0.0004353720902657,0.000397883726734661,0.000591717172238217,0.000487320860354776,0.00029886469295467,0.000357003008083345,0.000341380535844091,0.0004602955398074,0.000302867700308854,0.000352118405181384,0.000468250461922867,0.000446735452125098,0.000512652711713518,0.00044667117336261,0.00037020075488965,0.000389735596081746
E2F4,0.00185999595062387,0.00129520086916337,0.00224387841410237,0.00172568826946753,0.00240779465970753,0.00232271453511355,0.00200320575882955,0.00192828716313243,0.0016978726385265,0.00188547229033222,0.00204688290149945,0.00184651486145485,0.00286229672488691,0.00200578743725525,0.00222910248824086,0.00223202785208014,0.00262775455621919,0.00198213768269915,0.00146013277941354,0.00217151828549708
E2F5,4.70592171133151e-05,0.000114203374945891,5.23602890691292e-05,4.61564623480951e-05,8.23243109530887e-05,5.93524062770199e-05,8.5770631708168e-05,6.47234495197332e-05,4.44539874907652e-05,6.10927437399104e-05,5.6779189648595e-05,4.4268139998191e-05,0.000172919675816342,7.43773774603797e-05,0.000147202314745373,8.3313012459885e-05,7.59955280095647e-05,5.55105454203083e-05,7.9852479761739e-05,7.08113115924488e-05
