V1,OA6,OA1,OA7,OA2,OA8,OA3,OA4,OA5,OA9,OA10,RA1,RA2,RA7,RA8,RA3,RA9,RA4,RA5,RA10,RA6
MEF2B,4.12155163290197e-05,4.34991023997501e-05,3.70169789497857e-05,4.64014325391545e-05,4.22863224885752e-05,3.59329607060546e-05,4.18670931432804e-05,6.84026128998447e-05,3.49544491137159e-05,3.63514847487105e-05,4.15133478991285e-05,4.20623772855278e-05,5.91730866839152e-05,4.82862676170799e-05,5.46451918755553e-05,3.92325600307524e-05,3.63777861450109e-05,4.26170220741633e-05,3.82729033592874e-05,3.91399145755163e-05
MEF2C,0.000978504186195435,0.00115740289590323,0.00104999164944081,0.00124429755089103,0.000947455765692691,0.00136120469067149,0.000777367979300223,0.000768000038006661,0.0011494223398829,0.000864346079526014,0.00170905623484988,0.0010567047782837,0.0011259080307922,0.000875055235795647,0.00154847065817102,0.00177677777176714,0.00135556673400041,0.00170746033389098,0.000848210784861418,0.00116735364045184
MEF2D,0.000991496110013948,0.00103456619393054,0.000655523130832485,0.000964354738510658,0.000894889650518283,0.000691273103752041,0.000713623476400421,0.000555393197975346,0.000840518035337859,0.000688869968788648,0.000807192706707351,0.00100380805283762,0.000545847263149178,0.000638530879239615,0.000985058295539597,0.00059526179785985,0.000540833919509162,0.000610414780743231,0.000619500959349519,0.000643130432020393
MEIS1,0.00147095630079138,0.00184553991353658,0.00157490633404977,0.00113006040496738,0.00108025871240887,0.0011709240462894,0.000951222929587059,0.000766867955931888,0.00107635495677809,0.00110685831230136,0.000840804275816354,0.000825701549744513,0.00120814428095178,0.000941184731025871,0.00167189376767283,0.00223376760573002,0.00096097728038717,0.00120057964097728,0.00116939511505718,0.00137146268820047
MEIS2,0.000762048894004902,0.000821742807163048,0.00148582590406841,0.000608792831900968,0.000610963072994066,0.00104988854094031,0.00119916642019361,0.000972453031177748,0.000718668100513801,0.000616059251903796,0.000529421223505813,0.00111709323825065,0.000846001402036632,0.000485558045153952,0.000991478034635438,0.000836978297788294,0.000779006299847948,0.000618749604785508,0.00165320359684761,0.000708777828233472
MEIS3,0.0013107285525851,0.000571476685207376,0.0014248263849778,0.000957545002048233,0.000820299286126417,0.00120606267720254,0.00149432126046149,0.00116998205434761,0.000738476240450663,0.000680103303495226,0.000655267322007658,0.0012289409464532,0.000407638656529695,0.00044538072643458,0.000943226723172542,0.00122185779576208,0.000655487301732813,0.00071662700579224,0.00226829490989079,0.000564041116661966
MEOX1,2.35783420997467e-05,3.44556209223985e-05,3.23588795958955e-05,3.86666488728425e-05,3.22493507463558e-05,0.000124976648234476,2.72852230486096e-05,2.32703916920651e-05,1.87102596834845e-05,4.2694194793975e-05,2.85845368794249e-05,5.24689436422601e-05,2.74361416020388e-05,5.81376061351435e-05,4.91920940619759e-05,4.11284596471052e-05,3.40028318903335e-05,3.87571022197347e-05,4.38051280523274e-05,1.95702304085963e-05
MEOX2,0.00110096278554269,0.0016909654021745,0.00233990205118722,0.00170980185810863,0.00124563706575029,0.00125009493846495,0.00134424051588492,0.00132140371300605,0.00168325859358441,0.00225898654220936,0.00236966401955331,0.00187379009292465,0.00268910059767412,0.001931515447175,0.0018634758810112,0.0015887998336065,0.00250377723775663,0.00202859637887118,0.00289461747932843,0.00157511806262988
MESP2,0.000160069047445777,0.000128952972898293,0.000157839318887776,0.000102379156143866,0.000285973353193734,0.000140455361615842,0.000108155195124502,0.000158465118380962,0.000139334000079122,0.000150688154061387,0.000102577248550215,0.000141826927853764,9.9259679698057e-05,9.43846852033851e-05,0.000135037488057183,0.000118601658089139,0.000157016602049403,0.000127642602565132,0.000150963094943425,0.000114512933521893
MGA,0.000932085132703547,0.000982427373232853,0.000848248970926243,0.00117967416039347,0.000852325898557262,0.00146087307639047,0.00071029648177441,0.00100403527757365,0.000760115704368487,0.00101462631891662,0.000969422442345873,0.000947759511119443,0.000933065489477531,0.000820599296061966,0.000817650940153099,0.000930133004167113,0.00107375403236815,0.000769721627307236,0.0013251636931477,0.000945229301115181
MITF,0.00148187998274762,0.000774846259660744,0.0010443050033666,0.000810245200581983,0.000954240932766073,0.000923698089289794,0.000416175308789149,0.000544445981620502,0.000792651089525939,0.000789955365270355,0.000368811318655107,0.000480842906258829,0.000383379469065711,0.000379871597817516,0.000750012117585209,0.000351156050714272,0.000618410164826656,0.000459230715760478,0.000596920481047752,0.000471072318566605
MIXL1,2.42457307091896e-05,2.84022298589764e-05,3.02837337814142e-05,3.03026238759998e-05,2.78401071266951e-05,3.03797224205312e-05,2.33107135332763e-05,2.59835109884761e-05,2.29672797852024e-05,2.42836646307607e-05,3.12356222656228e-05,3.35762929361151e-05,2.71280450331594e-05,2.81299863966855e-05,3.0139025840487e-05,3.13748777750527e-05,2.05381037084114e-05,2.851571621488e-05,2.52512987698831e-05,2.62185164094886e-05
MLL,2.00376311349664e-05,2.1346320718002e-05,2.01898184238661e-05,1.8953549780352e-05,2.11054075890724e-05,1.9275939141054e-05,1.98476652608225e-05,2.03803181587539e-05,1.91741053174169e-05,1.9977420082049e-05,2.31917408948398e-05,2.60649905405349e-05,1.94100573965958e-05,2.39030169096229e-05,5.38775031088943e-05,1.97097495329436e-05,1.84379442372767e-05,2.34287542230911e-05,1.90731144379935e-05,2.03593842572156e-05
MLX,9.49822443113562e-05,0.000182213299228678,8.80188483895432e-05,0.000128605127439588,9.88603310752806e-05,0.000143758642106091,0.000130739958898358,0.000141020638061114,0.000114888858588963,6.46599854910605e-05,0.000134976282050462,0.00010932040888052,0.000108835791020856,0.000164873425775512,9.68480723769748e-05,0.000110406265705504,4.84493059906556e-05,7.29717576872586e-05,0.000104421276084914,9.84535723894633e-05
MLXIP,0.000200442043615126,0.000289893737040997,8.62934411642172e-05,0.00015786983171263,0.000195771506012458,8.38053232602576e-05,9.31120421415802e-05,0.000115609387453388,6.10001900990609e-05,8.25856783649965e-05,6.62640023932229e-05,8.92163068614029e-05,5.7535152710655e-05,6.50791344990609e-05,0.000318166763530891,5.94711755930376e-05,6.38599934931871e-05,9.42914707904228e-05,0.00010053994034238,8.19595179555565e-05
MLXIPL,5.93763268158852e-05,3.5396873004199e-05,8.30302134883198e-05,6.56148901567578e-05,5.09371433720417e-05,6.1155246562322e-05,4.43170820448765e-05,3.35343811525834e-05,5.09190038393181e-05,5.03843331303122e-05,3.41413400063588e-05,6.39906171543277e-05,4.42294885735327e-05,4.94715711904903e-05,0.000106091634591238,4.69626884231173e-05,4.49465949853957e-05,5.33278139019833e-05,5.84761478341116e-05,4.78837344386259e-05
MNT,7.7051774790301e-05,5.43856058200566e-05,7.70124882565912e-05,9.47802853391256e-05,0.000104179744970286,5.05521789758053e-05,6.48220750426637e-05,8.71893200954569e-05,8.85120051397328e-05,0.000103638213750284,6.47842571472162e-05,8.81350605917994e-05,5.08412715270946e-05,4.45812498056611e-05,0.00011208974457363,4.79355918055453e-05,5.67233877418231e-05,7.49075919492707e-05,7.5916719688159e-05,5.65893746941175e-05
MNX1,2.89092478729484e-05,3.37231004641097e-05,3.26497560915472e-05,3.49034349111499e-05,2.94690116470054e-05,2.7713672284757e-05,2.72352196435692e-05,2.95142133832173e-05,2.56923991495829e-05,2.82414566547791e-05,3.01503596998677e-05,3.38726543919774e-05,3.21143023077145e-05,3.02716552871458e-05,3.2326225884728e-05,3.17247086009823e-05,2.54322873631512e-05,3.51204627268163e-05,5.21068431594528e-05,3.03554113850559e-05
MSC,0.000353263505544487,0.000353207055311489,0.00102638562966599,0.000577771524549206,0.00057954842482221,0.00152386138876821,0.000679067814017485,0.00105360343989083,0.00025350876129282,0.00029603502209911,0.000598110567518627,0.00145299792231183,0.000334564297222277,0.000259038908634592,0.00110770742676145,0.000490310514410932,0.000446626081234336,0.000428617242927177,0.00157367307126788,0.000513879755600851
MSX1,0.00053252793696665,0.000635070395744096,0.00175583610102532,0.000506640754833983,0.000588769269763371,0.000486827596378738,0.000644427892618704,0.000514392696536966,0.000753199059052103,0.000660539350635477,0.0007974411321252,0.00157668000164626,0.000599038603455873,0.001074940032195,0.000720991031524958,0.000638071272840804,0.000568761615427359,0.000646793029036969,0.000659071432911007,0.000582076467416746
MSX2,0.00171687279285807,0.000751817301305815,0.000999870310358513,0.000721551560426995,0.00129236851817865,0.000958507769387004,0.000701198709700337,0.000985189636155487,0.000644422025502987,0.000725242310941049,0.000649578497988047,0.000594285215850895,0.000583090481344432,0.000683206432993423,0.000915331509635698,0.00076635476062712,0.000793747127670874,0.000879117984123786,0.000661436939755512,0.000537925994281176
MTF1,0.000335120686545072,0.000376980983216584,0.00036385736646898,0.000532418783340894,0.000337093523198124,0.00048307793423588,0.000376820758910508,0.000515687083764806,0.000488126429789378,0.000215337063207526,0.000277211676345726,0.000310499563963189,0.000349087965437984,0.000246058555832514,0.000307244248730388,0.000406106152227654,0.000317462014074567,0.000385093062626379,0.000323036915076285,0.000261122135315119
MXI1,0.00134874242497265,0.00191024506760368,0.00112920653926142,0.00122249768404657,0.00195010099979615,0.00227155823107017,0.00122257907918827,0.00108328334899086,0.00154977769400748,0.00153837565666583,0.00113921086861863,0.00118403441793911,0.000616108328904561,0.000636203974094521,0.00263949736616034,0.000550464792221273,0.000851644592763061,0.00195672941675436,0.00102213471040883,0.000701590753959709
MYB,0.000142063056478174,0.000128747340679912,0.000256960453979457,0.000178258919249451,0.000248483980331351,0.000183650897990203,0.000281899730498969,0.00025056977036437,0.000280445999211214,0.00031194168969856,0.000129804227107053,0.000249981445757201,0.00025767719005646,0.00025919020988,0.000317212458687526,0.000157547387581025,0.000199812171988877,0.000153622923227355,9.39806947175688e-05,0.00022299799085856
MYBL1,0.000170493923516562,0.000448371348463338,0.000181506001546715,0.000266023263446819,0.000230966278071235,0.000324829037788708,0.000836488397385931,0.000912744786228898,0.000343111831665789,0.00025138938096016,0.000434918031645487,0.000290467077319877,0.000517543393191583,0.000472158655782478,0.00033364434526416,0.000758655751190496,0.000243669411402708,0.000576578932137915,0.000199191529236978,0.000363029643564446
MYBL2,7.80615756310519e-05,0.000459796836528787,0.0002051737919007,0.000263856622282005,0.000195648731298484,0.000251712882957208,0.000347358107083073,0.000543674894082148,0.000227272857940197,0.000220991379123911,0.000934768054863319,0.000312057409319662,0.000358721042288631,0.000488838313077451,0.000273455761801009,0.000391288152845265,0.000199662102614561,0.000335768013875206,0.000180973947574782,0.000242042510876912
MYC,0.000841442124562082,0.000839681061428566,0.000608830331196378,0.000991002688961786,0.000760198325477153,0.00108181381240604,0.00100129132405937,0.00105610601906953,0.00126590154356149,0.00085536987209204,0.000861164205339795,0.000820981665569599,0.000827778482980497,0.000667623316298726,0.00129834280063846,0.000796355410705123,0.000695512439476925,0.00122639257214946,0.000825454805265341,0.000875589935111331
MYCL1,1.99304159871234e-05,2.78532017877629e-05,2.09700061721892e-05,2.15656432346462e-05,2.19323187350822e-05,1.99280576395278e-05,2.05479911675902e-05,2.28892564273431e-05,2.05503031902063e-05,2.02399377874089e-05,2.32177515233024e-05,2.57448347820825e-05,1.95137813966078e-05,2.37613812747209e-05,3.42720934946012e-05,2.08000557746646e-05,1.79368970135767e-05,2.6199092538507e-05,1.93367199512264e-05,2.04622924163412e-05
MYCN,2.73166944710606e-05,5.16289778988627e-05,2.95931577870755e-05,3.36403941734381e-05,3.34519413769034e-05,2.80087738598613e-05,2.90308831236775e-05,3.3609983828061e-05,3.3932273018616e-05,2.98344369647019e-05,2.83359543573735e-05,3.55068666298145e-05,2.6259747107098e-05,3.08322816123023e-05,6.74454262247417e-05,2.85801861685959e-05,2.3626270477328e-05,4.25357179948744e-05,2.55842587189859e-05,2.64994924900175e-05
MYF6,0.000419407649244852,0.000327156650829289,0.000278412327112057,8.69502941657873e-05,0.000323642921395927,0.000155983909098332,0.000380649764165812,0.000571620940264007,0.000231456393795969,0.000238632724822002,0.000320493861852775,0.00015603572699724,0.0003489205518113,0.00027507883539749,0.000441629810569059,0.000262907157944394,0.000231177937471837,0.0002475190184224,0.000285613538300515,0.000229560870507331
MYOD1,0.0001133739076708,8.46660343553845e-05,0.000129334694334705,9.08836322013236e-05,9.43100862778024e-05,0.000169844680560915,0.000106969266776345,0.000124887024758974,9.89712718703161e-05,8.71930573076584e-05,9.6072099330714e-05,0.000164473638975301,8.37065565772046e-05,7.8499995785708e-05,0.000133371757170087,9.52269645072858e-05,8.5306479583123e-05,0.000117396327084422,0.000127370191419754,8.89285023495796e-05
MYOG,7.26778528320699e-05,7.20852146905744e-05,0.000100171457853683,6.01842019890975e-05,6.23936942215975e-05,8.93096717370002e-05,7.36403949285799e-05,9.00177538902172e-05,7.45239292249861e-05,0.000124101261854593,6.6567110781701e-05,0.000107215107814707,6.39001810873548e-05,6.12276269596462e-05,9.7453514499584e-05,4.95090899019649e-05,5.64221832443778e-05,9.54205449676011e-05,9.60643503477548e-05,6.66304085648876e-05
MYPOP,0.000119186108390584,9.32543172970585e-05,5.96959347711404e-05,0.000102754704991582,0.000225537628141535,8.64694936388036e-05,0.000100943517802957,7.53055200951944e-05,0.000107143959208,7.82141220461356e-05,9.59649179662384e-05,0.00010072172366424,5.62443569062532e-05,0.000125215185356934,7.72320891891166e-05,0.000103116014859308,0.000125505446535139,6.87524279769534e-05,7.32529911547276e-05,0.000166516015041245
MZF1,0.00498647396912111,0.00420688610204816,0.00477373582430906,0.00492087725143124,0.00519931273717831,0.00450569605156007,0.00384465566409586,0.00480437271038421,0.00448711012243274,0.00474696341815943,0.00608862821846437,0.00490789676098583,0.00369905639298621,0.00568127334976294,0.00499553469598502,0.00362590609232527,0.00416065302093584,0.0043128829099126,0.00548686525348563,0.00488654455007763
NAIF1,2.10277161136944e-05,4.54143681250992e-05,0.000155443264980779,2.23197052293968e-05,4.01293005332924e-05,0.000107755121057342,5.38153503070831e-05,7.20903920618707e-05,3.69874429456735e-05,4.82154369860551e-05,5.36358554797155e-05,4.11848028278246e-05,3.49778875353054e-05,6.67126633596654e-05,3.09136960928521e-05,4.82505241726102e-05,3.74622185527112e-05,2.80300446133313e-05,2.52503103623959e-05,2.74707436916118e-05
NANOG,4.45115436417079e-05,4.8873426538895e-05,3.47595054177607e-05,3.23742493896831e-05,0.000109261152179351,6.29311159177311e-05,5.0711736662203e-05,4.32826876201586e-05,3.74555625852137e-05,7.20052074971398e-05,4.0539313281005e-05,8.30455576756763e-05,4.89918084506219e-05,0.000104787833029273,8.72366052574397e-05,6.84980545544831e-05,4.67538982417597e-05,3.97978860225755e-05,4.19520105257909e-05,4.30295825607499e-05
NEUROD1,7.32105885938961e-05,6.83698505247906e-05,6.19340937632537e-05,4.72403928455244e-05,4.93119833806945e-05,5.52566203885648e-05,5.36014082352656e-05,5.37923716295403e-05,5.48405830652661e-05,5.05279290373165e-05,4.98572224067675e-05,6.06278972870214e-05,4.9433171783091e-05,4.54027696013911e-05,5.40332924916873e-05,5.40056986648574e-05,5.04171363608973e-05,7.15000183946963e-05,4.88872536878954e-05,5.01972028005523e-05
NEUROD2,2.08302975661394e-05,2.59769380456599e-05,2.20806131290904e-05,2.18045219607596e-05,2.02038910153095e-05,2.19695884427286e-05,2.19085694486549e-05,2.20704499653614e-05,1.87186488603797e-05,2.20958866537011e-05,2.43088544721468e-05,2.50135133275995e-05,2.29936759815249e-05,2.48714383338076e-05,2.98440993492981e-05,2.20927324261395e-05,2.33528294114783e-05,2.50613952453064e-05,2.32259283434257e-05,2.38089853985431e-05
NEUROG1,2.12871526501941e-05,2.5093561838131e-05,2.15740190739679e-05,2.2585530657701e-05,2.12737266277443e-05,2.23362192325687e-05,2.14717335480346e-05,2.40641509974529e-05,1.97738360370088e-05,2.10758495064198e-05,2.45345918695095e-05,2.55823960729566e-05,2.28163708750385e-05,2.43294335449743e-05,2.96694766000966e-05,2.22252211571509e-05,2.37608749142624e-05,2.44650516443794e-05,2.07977118752462e-05,2.5102972193524e-05
NEUROG2,2.61972556186741e-05,2.93233734508046e-05,2.52104930523291e-05,3.41837336711097e-05,2.31731529392554e-05,2.60678973895058e-05,3.34675592877454e-05,2.53254764013437e-05,2.19032911666396e-05,4.1589377153119e-05,2.81749517991201e-05,3.12533680755554e-05,2.40819304109559e-05,2.88663740048704e-05,3.12474507324373e-05,2.67672766788003e-05,2.410651730933e-05,2.86281178843178e-05,2.97886563131266e-05,3.84510996827425e-05
NFAT5,0.000632602612793015,0.00096973532892005,0.00060366984752398,0.000843902500400818,0.00106275089276368,0.000461000174813703,0.000612204437272006,0.00119284468948788,0.000656156270636578,0.000515902963708261,0.00089859041017984,0.000885967939482479,0.00065180397111037,0.00061502644099538,0.000694484194601017,0.00103965886798476,0.000916058247793154,0.000637686440426431,0.0011184013128141,0.000615943310131815
NFATC1,0.000995763196092685,0.000965207487276674,0.00139027419505538,0.00155251080980468,0.00109627198062955,0.00126726565577962,0.000958704294794585,0.000849244830106393,0.000969110312997099,0.000953776208717049,0.000947742379462726,0.00091755373272858,0.000802553451970915,0.000988593352235327,0.000866325842101571,0.0012135459410998,0.00116227473133985,0.00140763392847672,0.00150857425072204,0.00141845586405763
NFATC2,0.00011128547990841,0.00013473429503346,0.000141759516729049,0.000137012912232845,0.000112170800472191,0.000154021789382262,0.000115557485478719,0.000246229767997788,0.000116800053132961,0.00020944589160824,0.000699667978534503,9.35886663997073e-05,0.000217478274527218,0.000158587209973296,0.000112255593447387,0.000179797933521663,0.000107982207742096,0.000218393783429798,0.000145708895866044,0.000176983466070557
NFATC3,0.000833685955516157,0.00137070065158195,0.000966761933282405,0.00109853853054096,0.00111531297468461,0.00101719139369421,0.00105707661617115,0.00119909426032812,0.00092438495705558,0.00142765273238039,0.00121551728835324,0.000900181227083244,0.0010779510979999,0.00108816813482025,0.0010488098387992,0.000911668106562388,0.00117788798133625,0.00108361950335769,0.00117754548234304,0.00119302008126114
NFATC4,0.00164228752805716,0.00184271703467193,0.00201245525910988,0.00175709907651959,0.00230939987669276,0.00119783216288962,0.00158107831699792,0.00197820497337287,0.00116508577458721,0.00229211997822588,0.00162992579900891,0.0011633702905707,0.00155278360486591,0.00164622589640198,0.00182896992101767,0.00262313740685664,0.00125113606777778,0.00233059130703323,0.00130839541322832,0.00259855735322526
NFE2,0.000265204942443277,0.000125268622317133,0.000439418284666637,0.000324293639138024,0.000193948493214201,0.000324542974313566,0.000240054674714488,0.00020253327331279,0.000422583130874286,0.000247969746810895,0.000318106243237994,0.000438753794812766,0.000238228900810204,0.000190946157921888,0.000265508516964923,0.000233130822453228,0.000207756673308058,0.000284999079494231,0.000265119499955018,0.000382216594417329
NFE2L1,0.00556363109979849,0.0048505936852122,0.00506483544545946,0.00512451813416134,0.0040896577333605,0.00534759303670985,0.0042392926120664,0.00384736511750167,0.00532991426066714,0.00503251872743048,0.00340199552208377,0.00448538627365182,0.00475349566164963,0.00396106596040614,0.00351575551468362,0.00294636282827177,0.00370380071188675,0.00332647047410491,0.00516463849336386,0.00500789481045914
NFE2L2,0.00126851646946388,0.0013731336096653,0.00194961320540987,0.00130843537445283,0.00274545721242914,0.00206962874870558,0.00135724563798722,0.00128675588337229,0.0025417496236149,0.000785781953086179,0.00268172388909147,0.00168108837435712,0.00174614747940241,0.00232353150111159,0.00142703129202999,0.0027369345824429,0.0023588430147851,0.00243827097699042,0.00157851090753934,0.00277332305843406
NFIA,0.000619200418936178,0.000695597627801125,0.000576426721437148,0.00087727413016537,0.000880568064235027,0.000764879345466908,0.000992808610290965,0.000990871448851622,0.000672957354581783,0.000780431570328748,0.00148350512937773,0.00116781350150832,0.0017963092635546,0.00202754286353406,0.000669610772184196,0.000614239235304926,0.000838583921608271,0.000797869109685585,0.000897465998741443,0.000922595154672387
NFIB,0.000408157304658483,0.000649030495480559,0.000451696587347027,0.00140213571584632,0.00083781300305445,0.000662977590131435,0.00109052612147732,0.00106015107048228,0.000485212679385249,0.000641452273485983,0.00186672097221795,0.000898083458608853,0.00183604777374353,0.00191154792205119,0.000406544626551631,0.00039152608195958,0.00055695268626042,0.000650794525663043,0.000430656455815473,0.0008107298303445
NFIC,0.00262085330893253,0.0016596330591534,0.00179454789871085,0.00279908013976342,0.00166707722206676,0.00213395965368589,0.00303689855898779,0.00211252197092251,0.00176248736383714,0.00250603202038096,0.00202894678431234,0.00206288415669123,0.00159528503584018,0.00197566701249764,0.00239827879454176,0.00254033266432,0.00224954609626263,0.00183545807519748,0.00194508171394776,0.00194855672165917
NFIL3,0.00148629403971935,0.00158911635634117,0.00221878869036404,0.00177117567620904,0.00237904287247274,0.000696309748221241,0.00129048326060034,0.00199462057421447,0.00211183975394652,0.00182158319456095,0.00157169422534095,0.00189750424954528,0.00164422733475791,0.00182879621581931,0.00180532546095513,0.00108275725623141,0.00128918570073669,0.00289722749663149,0.00226004714316895,0.00136197438664234
NFIX,0.00180304313219053,0.00221519284275296,0.00198592054307565,0.00279797542964136,0.00211366059551886,0.00171737759127618,0.00240112758005373,0.00244082562794089,0.00138373265373357,0.00185012699963096,0.00289802059712522,0.00249555634200582,0.00313941433491873,0.00363991320059109,0.00159218352102162,0.00157354630304514,0.00194456757866679,0.00169597823836476,0.00160975473819818,0.00200590120745766
NFKB1,0.00246291471046919,0.00246131064484517,0.00212405967844337,0.00235852349752621,0.00245485379827411,0.00298687310063245,0.00237543048722745,0.00212103400005831,0.00255611975468854,0.00235238133021496,0.00210691134120631,0.0028997232758715,0.00225183828901396,0.00298900566735002,0.00245848071956456,0.00259885385310771,0.00266108034055476,0.00277271095693728,0.00206947976506155,0.00297506104923564
NFKB2,0.00152738512995101,0.000590682255929031,0.000551276428956135,0.000519874697067517,0.000790965049499997,0.00270014125970608,0.000754989519962014,0.000844410641238117,0.00127420813974219,0.000498895231997944,0.000814718442464525,0.000629157684172823,0.000682096972083759,0.000960948273775814,0.000877713927952554,0.000501202195854572,0.00099148294470352,0.000740878186452784,0.000574185676386767,0.000772099540354485
NFYA,0.000378825616828924,0.000380226879810512,0.00036865398366289,0.000375142285608924,0.000705870465296603,0.000420533856816752,0.000383616161912821,0.000451247891779289,0.000272020824096841,0.000258276469932182,0.000380136587267674,0.000414935415314854,0.000409668456379117,0.00035640718038256,0.000554162213390842,0.000664473161391724,0.000301425501140156,0.000535830825959118,0.00052422577930218,0.000391230687688433
NFYB,0.000543072895873722,0.000626434685274944,0.000682976255149901,0.000507236716161391,0.000464571201236464,0.000563669836158702,0.000593327684700086,0.000898420428173563,0.000448642485999862,0.00032325795195477,0.000543066204608398,0.000668206603772492,0.000668812755666651,0.000641161734056059,0.000855920016123267,0.000692180561152444,0.00051269726161366,0.000899462188677635,0.000709776281533153,0.000570782793153291
NFYC,0.000359435733693371,0.000426585048374521,0.000543463253580851,0.000528038831972526,0.000631927659467911,0.000400839265380549,0.000383358698091345,0.000500831496975279,0.000541769773020941,0.000651510253820915,0.000383050468564024,0.000334566250477608,0.000487348135458892,0.000266963846093783,0.000365017654598055,0.00029903481606209,0.00052482362874784,0.000355742818941748,0.000333021181059328,0.00051865114119778
NHLH1,0.000876786287791024,0.000310512833318377,0.000307369572194309,0.000313219866100241,0.000276950160141287,0.000323468223161946,0.000356553567758377,0.000143994173169065,0.000289511423559353,0.000199282693007363,0.000184425218413105,0.000119094624850883,0.000363479794791402,0.000244191077000561,0.000264436060345519,0.000257677190589542,0.000302516658796553,0.000321268672079121,0.000159452434444525,0.000257126128495101
NHLH2,4.85516295842291e-05,5.08595996996188e-05,0.000118092549261509,4.46095717965622e-05,6.74059743061553e-05,0.000391741691859888,7.24070768943615e-05,7.14108115798329e-05,6.09752500489942e-05,7.15743319218104e-05,4.86506914960404e-05,0.000102299989322307,6.49534802650648e-05,3.76436219720296e-05,9.22916612239906e-05,6.61536056214744e-05,5.61554211743462e-05,4.31466414908856e-05,9.07241241712978e-05,8.43810643006815e-05
NKX1-1,2.15368376922273e-05,2.86807963122204e-05,2.19581977730239e-05,2.23349325682919e-05,2.29514271282456e-05,2.37142485294764e-05,2.27353667106802e-05,2.73827831498548e-05,1.98670255015864e-05,2.0902861375394e-05,2.54529269495562e-05,2.71986777545814e-05,2.21210950109395e-05,2.83564971921432e-05,3.12388017034221e-05,2.33477595491933e-05,2.48396393182629e-05,2.72679037640077e-05,2.24723346434167e-05,2.29713375903941e-05
NKX2-1,8.46059749940851e-05,4.38446976289361e-05,6.0943755226041e-05,6.60276852412227e-05,3.62928460765572e-05,5.67985528335662e-05,6.43815974976118e-05,5.27595684305857e-05,8.46694873862373e-05,6.40675507786367e-05,5.1127576254746e-05,4.60167521644411e-05,3.85942383372192e-05,7.34363721733662e-05,6.93751492851238e-05,3.65465958165476e-05,5.34292803995903e-05,8.41942837742797e-05,5.95407439324075e-05,5.57519085752812e-05
NKX2-2,4.93157812621181e-05,5.65884565313015e-05,3.78154388801546e-05,7.1396166148297e-05,6.53555957739235e-05,5.99350104542906e-05,4.76130823650599e-05,5.12000098161831e-05,4.61299946355991e-05,4.87840605269886e-05,5.73064703830403e-05,5.59212437268668e-05,3.69129615727049e-05,4.8664211741865e-05,4.83772850565835e-05,3.93318382577761e-05,3.97498357140141e-05,5.2434248076045e-05,4.069692105436e-05,3.64054408582403e-05
NKX2-3,3.23715314350959e-05,2.95501686939876e-05,2.64236176667854e-05,3.97928011048466e-05,3.14018171583965e-05,3.22920165526039e-05,3.70249924833574e-05,3.38912510144322e-05,2.98431183301234e-05,2.43903451863463e-05,3.04090028033716e-05,3.59461490816307e-05,2.97532504254199e-05,3.3703927172336e-05,3.80783252957498e-05,2.91824274032751e-05,2.43968844901858e-05,3.59157766646819e-05,2.61003053799741e-05,3.40589512966668e-05
NKX2-4,2.66069468572114e-05,2.65849272900168e-05,2.68101519394486e-05,3.73799915144238e-05,3.13315047216881e-05,3.0653734501959e-05,3.45777991851133e-05,3.10262075775351e-05,2.71146837781756e-05,2.48278039820224e-05,3.03025283209343e-05,3.47407848151417e-05,3.04254944639601e-05,3.25748630240067e-05,3.74064627015341e-05,2.7210991865819e-05,2.41316570547944e-05,3.32121811111672e-05,2.5855011979647e-05,3.3185989701083e-05
NKX2-5,7.56556438409475e-05,0.000159457276202662,0.000287441555085905,9.15193401075577e-05,5.74945824528893e-05,7.52374443160997e-05,7.44251377206023e-05,7.31641399706412e-05,6.88042700162019e-05,7.49549478384533e-05,0.00018524180224853,0.000150091761316845,8.7834069815946e-05,9.89237523526983e-05,7.42266289864673e-05,0.000146563588935184,6.56744964673844e-05,0.000129333803169865,0.000110551016429859,0.000277893645910143
NKX2-6,3.11140475859508e-05,2.78485495767605e-05,2.55873181898269e-05,3.45224276379136e-05,3.04926241814762e-05,3.20647515729989e-05,3.53666976860385e-05,3.15155710985463e-05,2.86222259648952e-05,2.28391560839073e-05,3.00746449313832e-05,3.39470743798738e-05,2.97668172567811e-05,3.2159010561966e-05,3.7254607787996e-05,2.81773144965334e-05,2.42616489495201e-05,3.28624259619623e-05,2.59124510433341e-05,3.22276121707862e-05
NKX2-8,0.000100152603773282,4.3550372050924e-05,5.18347064017653e-05,9.0019170907461e-05,5.01381995167831e-05,5.42819198427633e-05,4.80019881846661e-05,3.74018885484244e-05,6.22439747595183e-05,6.72712294021907e-05,5.98659268065036e-05,4.33892754093086e-05,7.68305010950285e-05,6.51695616169114e-05,7.17546348252131e-05,7.37443953357732e-05,5.37108132858573e-05,9.31244766835159e-05,5.54997589484748e-05,5.43678810554896e-05
NKX3-1,0.0034726673513263,0.00136759626628645,0.000841847408043538,0.00126672249047056,0.000811543824057487,0.000687765084500141,0.00097274141563135,0.00070247429731134,0.00119710577928773,0.000994025890041836,0.000750506810400235,0.000844190860576186,0.0023407990060318,0.000928686181393933,0.000702166187881307,0.0013283148465501,0.000714539365216513,0.00162189799533875,0.00145746518545117,0.000779419518922764
